idspecies,regionid,region,sourceid,notes,last_updated
"10789","2","Africa",,"Garden origin","2007-02-12 00:00:00"
"108","1","Europe",,"","2006-11-02 00:00:00"
"10803","1","Europe",,"Europe","2006-11-03 00:00:00"
"10803","13","Southeastern Europe",,"Europe / Southeastern Europe","2006-02-20 00:00:00"
"10803","3","Asia-Temperate",,"","2006-11-03 00:00:00"
"10803","34","Western Asia",,"","2006-11-02 00:00:00"
"10809","8","Southern America",,"","2007-01-11 00:00:00"
"10812","1","Europe",,"E","2007-01-10 00:00:00"
"10812","2","Africa",,"","2007-01-11 00:00:00"
"10814","2","Africa",,"","2007-01-11 00:00:00"
"10826","7","Northern America",,"Northern America","2006-12-12 00:00:00"
"10826","8","Southern America",,"","2007-01-11 00:00:00"
"10829","1","Europe",,"Europe","2007-02-12 00:00:00"
"10829","10","Northern Europe",,"Atlantic, Mediterranean","2007-02-12 00:00:00"
"10829","12","Southwestern Europe",,"S. Europe ","2007-02-22 00:00:00"
"10829","13","Southeastern Europe",,"S. Europe ","2007-02-22 00:00:00"
"10829","2","Africa",,"","2007-01-11 00:00:00"
"10829","3","Asia-Temperate",,"","2007-01-11 00:00:00"
"10829","4","Asia-Tropical",,"","2007-01-11 00:00:00"
"10838","1","Europe",,"Europe, Asia, N. America","2007-02-12 00:00:00"
"10838","3","Asia-Temperate",,"Europe, Asia, N. America","2007-02-12 00:00:00"
"10838","7","Northern America",,"Europe, Asia, N. America","2007-02-12 00:00:00"
"10841","7","Northern America",,"","2006-07-11 00:00:00"
"10844","1","Europe",,"","2006-11-02 00:00:00"
"10844","2","Africa",,"","2007-01-11 00:00:00"
"10844","34","Western Asia",,"","2006-11-02 00:00:00"
"10844","4","Asia-Tropical",,"","2007-01-11 00:00:00"
"10865","2","Africa",,"","2007-01-11 00:00:00"
"10868","1","Europe",,"Hybr.","2007-01-10 00:00:00"
"10870","8","Southern America",,"Southern America, unknown","2006-12-12 00:00:00"
"10870","85","Southern South America",,"","2006-04-01 00:00:00"
"10874","2","Africa",,"","2006-03-29 00:00:00"
"10874","27","Southern Africa",,"Southern Africa","2005-08-08 00:00:00"
"10878","1","Europe",,"Europe, Asia, Northern America, Europe, Asia, Northern America","2006-11-30 00:00:00"
"10878","10","Northern Europe",,"","2006-11-02 00:00:00"
"10878","11","Middle Europe",,"Europe / ","2006-02-20 00:00:00"
"10878","12","Southwestern Europe",,"Europe, Southwestern Europe","2006-11-16 00:00:00"
"10878","13","Southeastern Europe",,"Europe, Southeastern Europe","2006-11-16 00:00:00"
"10878","3","Asia-Temperate",,"Europe, Asia, Northern America, Europe, Asia, Northern America","2007-02-22 00:00:00"
"10878","34","Western Asia",,"Asia-Temperate, Western Asia","2006-06-09 00:00:00"
"10878","40","Indian Subcontinent",,"Asia-Tropical, Indian Subcontinent","2006-06-09 00:00:00"
"10878","7","Northern America",,"N. America, S. America","2007-02-12 00:00:00"
"10878","8","Southern America",,"N. America, S. America","2007-02-12 00:00:00"
"10897","2","Africa",,"","2007-01-11 00:00:00"
"10897","3","Asia-Temperate",,"","2007-01-11 00:00:00"
"10897","4","Asia-Tropical",,"","2007-01-11 00:00:00"
"10897","6","Pacific",,"","2007-01-11 00:00:00"
"10900","4","Asia-Tropical",,"","2007-01-11 00:00:00"
"10900","6","Pacific",,"","2007-01-11 00:00:00"
"10904","8","Southern America",,"SAM","2007-01-10 00:00:00"
"10904","9","Antarctic",,"","2007-01-11 00:00:00"
"10909","8","Southern America",,"Southern America","2006-12-12 00:00:00"
"1091","1","Europe",,"","2006-11-02 00:00:00"
"1091","7","Northern America",,"America, America","2006-11-30 00:00:00"
"1091","3","Asia-Temperate",,"","2006-11-02 00:00:00"
"1091","4","Asia-Tropical",,"","2006-11-02 00:00:00"
"1091","7","Northern America",,"Northern America","2007-01-10 00:00:00"
"1091","8","Southern America",,"","2007-01-11 00:00:00"
"10927","1","Europe",,"Europe, Europe","2006-11-30 00:00:00"
"10927","7","Northern America",,"","2007-02-22 00:00:00"
"10927","72","Eastern Canada",,"Northern America, Eastern Canada","2006-06-09 00:00:00"
"10927","75","Northeastern U.S.A.",,"Northern America, Northeastern U.S.A","2006-11-02 00:00:00"
"10927","78","Southeastern U.S.A.",,"","2006-11-02 00:00:00"
"10927","8","Southern America",,"","2007-01-11 00:00:00"
"10938","5","Australasia",,"","2006-11-03 00:00:00"
"10938","50","Australia",,"Australia, New Zeeland","2006-09-08 00:00:00"
"10938","51","New Zealand",,"Australia, New Zeeland","2006-09-08 00:00:00"
"10944","2","Africa",,"","2006-11-03 00:00:00"
"10946","7","Northern America",,"America","2007-01-10 00:00:00"
"10946","7","Northern America",,"Northern America","2006-12-12 00:00:00"
"10946","79","Mexico",,"Northern America, Mexico","2006-12-12 00:00:00"
"10946","8","Southern America",,"Southern America","2007-01-11 00:00:00"
"10946","82","Northern South America",,"Tropical Southern America","2006-03-24 00:00:00"
"10946","83","Western South America",,"Tropical Southern America","2006-03-24 00:00:00"
"10946","84","Brazil",,"Tropical Southern America","2006-03-24 00:00:00"
"10946","9","Antarctic",,"","2007-01-11 00:00:00"
"10957","7","Northern America",,"America","2005-08-08 00:00:00"
"10959","2","Africa",,"","2006-11-03 00:00:00"
"10959","27","Southern Africa",,"Southern Africa, Southern Africa","2006-12-12 00:00:00"
"10959","3","Asia-Temperate",,"","2007-01-11 00:00:00"
"10959","CPP","Cape Provinces",,"","2006-11-06 00:00:00"
"10970","27","Southern Africa",,"","2006-12-12 00:00:00"
"10971","8","Southern America",,"","2006-11-03 00:00:00"
"10974","1","Europe",,"","2006-11-02 00:00:00"
"10974","12","Southwestern Europe",,"","2007-02-22 00:00:00"
"10974","3","Asia-Temperate",,"NAM AS-Te","2007-01-10 00:00:00"
"10974","38","Eastern Asia",,"Asia-Temperate, Eastern Asia","2006-06-09 00:00:00"
"10974","4","Asia-Tropical",,"","2006-11-02 00:00:00"
"10974","5","Australasia",,"","2006-11-02 00:00:00"
"10974","7","Northern America",,"Northern America, Northern America","2007-02-12 00:00:00"
"10974","75","Northeastern U.S.A.",,"Northern America, Northeastern U.S.A.","2006-11-02 00:00:00"
"10974","78","Southeastern U.S.A.",,"Northern America / ","2006-11-02 00:00:00"
"10974","8","Southern America",,"","2007-01-11 00:00:00"
"11","1","Europe",,"","2006-11-03 00:00:00"
"11","2","Africa",,"","2006-11-03 00:00:00"
"11","5","Australasia",,"","2006-11-03 00:00:00"
"11","8","Southern America",,"","2006-11-03 00:00:00"
"11001","8","Southern America",,"Mesoamerica","2006-11-03 00:00:00"
"11014","8","Southern America",,"","2006-11-03 00:00:00"
"11017","2","Africa",,"","2006-03-29 00:00:00"
"11017","27","Southern Africa",,"Southern Africa","2006-12-12 00:00:00"
"11028","2","Africa",,"Trop.","2007-01-10 00:00:00"
"11028","4","Asia-Tropical",,"Trop.","2007-01-10 00:00:00"
"11028","8","Southern America",,"Trop.","2007-01-10 00:00:00"
"11029","2","Africa",,"","2007-01-11 00:00:00"
"11029","4","Asia-Tropical",,"","2007-01-11 00:00:00"
"11034","7","Northern America",,"Northern America","2007-01-10 00:00:00"
"11034","70","Subarctic America",,"","2006-03-29 00:00:00"
"11034","72","Eastern Canada",,"Northern America, Eastern Canada","2006-06-09 00:00:00"
"11034","74","North-Central U.S.A.",,"Northern America, North-Central U.S.A.","2006-06-09 00:00:00"
"11034","75","Northeastern U.S.A.",,"Northern America, Northeastern U.S.A.","2006-11-02 00:00:00"
"11034","76","Southwestern U.S.A.",,"","2006-03-29 00:00:00"
"11034","78","Southeastern U.S.A.",,"Northern America, Southeastern U.S.A.","2006-11-02 00:00:00"
"11034","8","Southern America",,"","2007-01-11 00:00:00"
"11052","1","Europe",,"E","2007-01-10 00:00:00"
"11061","1","Europe",,"E AS-Te","2007-01-10 00:00:00"
"11061","3","Asia-Temperate",,"E AS-Te","2007-01-10 00:00:00"
"11065","7","Northern America",,"","2006-12-12 00:00:00"
"11070","8","Southern America",,"SAM","2007-01-10 00:00:00"
"11070","84","Brazil",,"Brazil","2007-02-12 00:00:00"
"11073","2","Africa",,"","2007-01-11 00:00:00"
"11074","1","Europe",,"E AF AS-Te","2007-01-10 00:00:00"
"11074","2","Africa",,"E AF AS-Te","2007-01-10 00:00:00"
"11074","3","Asia-Temperate",,"E AF AS-Te","2007-01-10 00:00:00"
"11075","1","Europe",,"Europe, Asia","2007-02-12 00:00:00"
"11075","11","Middle Europe",,"","2007-02-22 00:00:00"
"11075","12","Southwestern Europe",,"","2007-02-22 00:00:00"
"11075","13","Southeastern Europe",,"","2007-02-22 00:00:00"
"11075","3","Asia-Temperate",,"Europe, Asia","2007-02-12 00:00:00"
"11086","1","Europe",,"E AF","2007-01-10 00:00:00"
"11086","2","Africa",,"E AF","2007-01-10 00:00:00"
"11087","7","Northern America",,"","2006-07-11 00:00:00"
"11103","1","Europe",,"E AF AS-Te","2007-01-10 00:00:00"
"11103","2","Africa",,"E AF AS-Te","2007-01-10 00:00:00"
"11103","3","Asia-Temperate",,"E AF AS-Te","2007-01-10 00:00:00"
"11119","1","Europe",,"","2006-11-03 00:00:00"
"11122","1","Europe",,"E AF AS-Te","2007-01-10 00:00:00"
"11122","2","Africa",,"E AF AS-Te","2007-01-10 00:00:00"
"11122","3","Asia-Temperate",,"E AF AS-Te","2007-01-10 00:00:00"
"11122","30","Siberia",,"","2006-11-02 00:00:00"
"11125","1","Europe",,"E AS-Te","2007-01-10 00:00:00"
"11125","3","Asia-Temperate",,"E AS-Te","2007-01-10 00:00:00"
"11126","3","Asia-Temperate",,"Asia","2007-02-12 00:00:00"
"11129","3","Asia-Temperate",,"Asia","2007-02-12 00:00:00"
"11129","32","Middle Asia",,"","2007-02-22 00:00:00"
"11131","1","Europe",,"E AF","2007-01-10 00:00:00"
"11131","2","Africa",,"E AF","2007-01-10 00:00:00"
"11132","1","Europe",,"E AF AS-Te","2007-01-10 00:00:00"
"11132","2","Africa",,"E AF AS-Te","2007-01-10 00:00:00"
"11132","3","Asia-Temperate",,"E AF AS-Te","2007-01-10 00:00:00"
"11134","3","Asia-Temperate",,"Asia ","2005-09-19 00:00:00"
"11134","3","Asia-Temperate",,"","2007-02-22 00:00:00"
"11134","30","Siberia",,"Siberia","2007-02-12 00:00:00"
"11134","4","Asia-Tropical",,"","2006-11-02 00:00:00"
"11140","1","Europe",,"","2006-07-11 00:00:00"
"11140","12","Southwestern Europe",,"","2007-02-22 00:00:00"
"11140","3","Asia-Temperate",,"","2006-07-11 00:00:00"
"11151","1","Europe",,"E AS-Te","2007-01-10 00:00:00"
"11151","3","Asia-Temperate",,"E AS-Te","2007-01-10 00:00:00"
"11158","1","Europe",,"Europe","2007-02-22 00:00:00"
"1116","1","Europe",,"","2006-11-03 00:00:00"
"1116","10","Northern Europe",,"","2006-11-02 00:00:00"
"1116","12","Southwestern Europe",,"","2006-11-16 00:00:00"
"1116","13","Southeastern Europe",,"","2006-11-16 00:00:00"
"1116","2","Africa",,"Trop.","2007-01-10 00:00:00"
"1116","22","West Tropical Africa",,"","2007-01-28 00:00:00"
"1116","23","West-Central Tropical Africa",,"","2007-01-28 00:00:00"
"1116","24","Northeast Tropical Africa",,"","2007-01-28 00:00:00"
"1116","25","East Tropical Africa",,"","2007-01-28 00:00:00"
"1116","3","Asia-Temperate",,"","2006-11-02 00:00:00"
"1116","34","Western Asia",,"Western Asia","2005-08-08 00:00:00"
"1116","4","Asia-Tropical",,"Trop.","2007-01-28 00:00:00"
"1116","7","Northern America",,"","2006-11-02 00:00:00"
"1116","8","Southern America",,"Trop.","2007-01-10 00:00:00"
"1116","81","Caribbean",,"","2007-01-28 00:00:00"
"1116","82","Northern South America",,"","2007-01-28 00:00:00"
"1116","84","Brazil",,"","2007-01-28 00:00:00"
"11160","1","Europe",,"","2006-11-03 00:00:00"
"11160","2","Africa",,"","2007-01-11 00:00:00"
"11160","3","Asia-Temperate",,"AS-Te","2007-01-10 00:00:00"
"11160","32","Middle Asia",,"","2006-11-06 00:00:00"
"11160","34","Western Asia",,"SW. Asia","2005-06-06 00:00:00"
"11160","35","Arabian Peninsula",,"Arabian Peninsula","2005-08-08 00:00:00"
"11160","36","China",,"","2006-11-06 00:00:00"
"11160","37","Mongolia",,"","2006-11-06 00:00:00"
"11160","4","Asia-Tropical",,"","2007-01-11 00:00:00"
"11171","1","Europe",,"Hybr.","2007-01-10 00:00:00"
"11171","2","Africa",,"","2006-11-03 00:00:00"
"11176","1","Europe",,"E AF AS-Te","2007-01-10 00:00:00"
"11176","12","Southwestern Europe",,"Europe / Southwestern Europe","2006-02-20 00:00:00"
"11176","13","Southeastern Europe",,"Europe / Southeastern Europe","2006-02-20 00:00:00"
"11176","2","Africa",,"E AF AS-Te","2007-01-11 00:00:00"
"11176","3","Asia-Temperate",,"E AF AS-Te","2007-01-10 00:00:00"
"11186","1","Europe",,"E AF AS-Te","2007-01-10 00:00:00"
"11186","2","Africa",,"E AF AS-Te","2007-01-11 00:00:00"
"11186","3","Asia-Temperate",,"E AF AS-Te","2007-01-11 00:00:00"
"11186","4","Asia-Tropical",,"","2007-01-11 00:00:00"
"11194","1","Europe",,"","2006-11-03 00:00:00"
"11194","12","Southwestern Europe",,"Mediterranean","2006-09-08 00:00:00"
"11194","13","Southeastern Europe",,"Mediterranean","2006-09-08 00:00:00"
"11199","1","Europe",,"E AF","2007-01-10 00:00:00"
"11199","7","Northern America",,"America","2005-08-11 00:00:00"
"11199","2","Africa",,"E AF","2007-01-10 00:00:00"
"11199","20","Northern Africa",,"N Africa","2005-08-11 00:00:00"
"11207","5","Australasia",,"AUS","2007-01-10 00:00:00"
"11208","1","Europe",,"E","2007-01-10 00:00:00"
"11211","2","Africa",,"","2007-01-11 00:00:00"
"1122","1","Europe",,"","2006-11-02 00:00:00"
"1122","2","Africa",,"","2006-11-02 00:00:00"
"1122","3","Asia-Temperate",,"","2006-11-02 00:00:00"
"1122","4","Asia-Tropical",,"","2006-11-02 00:00:00"
"11225","1","Europe",,"E","2007-01-10 00:00:00"
"11225","12","Southwestern Europe",,"","2006-03-29 00:00:00"
"11236","1","Europe",,"E","2007-01-10 00:00:00"
"11237","1","Europe",,"E","2007-01-10 00:00:00"
"11237","12","Southwestern Europe",,"","2006-03-29 00:00:00"
"11237","7","Northern America",,"","2006-11-02 00:00:00"
"11237","8","Southern America",,"","2006-11-02 00:00:00"
"11237","POR","Portugal",,"Europe, Iberian Peninsula","2006-09-08 00:00:00"
"11237","SPA","Spain",,"Europe, Iberian Peninsula","2006-09-08 00:00:00"
"11245","1","Europe",,"E AF AS-Te","2007-01-10 00:00:00"
"11245","2","Africa",,"E AF AS-Te","2007-01-10 00:00:00"
"11245","3","Asia-Temperate",,"E AF AS-Te","2007-01-10 00:00:00"
"11247","1","Europe",,"E AF AS-Te","2007-01-10 00:00:00"
"11247","2","Africa",,"E AF AS-Te","2007-01-10 00:00:00"
"11247","3","Asia-Temperate",,"E AF AS-Te","2007-01-10 00:00:00"
"11248","1","Europe",,"E AS-Te","2007-01-10 00:00:00"
"11248","12","Southwestern Europe",,"Mediterranean","2006-09-25 00:00:00"
"11248","13","Southeastern Europe",,"Mediterranean","2006-09-25 00:00:00"
"11248","2","Africa",,"","2007-01-11 00:00:00"
"11248","3","Asia-Temperate",,"E AS-Te","2007-01-10 00:00:00"
"11248","34","Western Asia",,"","2006-03-29 00:00:00"
"11248","ALB","Albania",,"","2006-03-29 00:00:00"
"11254","3","Asia-Temperate",,"","2006-07-11 00:00:00"
"11254","33","Caucasus",,"Caucasus","2007-02-22 00:00:00"
"11256","1","Europe",,"","2006-11-03 00:00:00"
"11259","1","Europe",,"","2006-11-03 00:00:00"
"11272","1","Europe",,"","2006-11-03 00:00:00"
"11272","12","Southwestern Europe",,"Mediterranean Region","2005-08-11 00:00:00"
"11272","13","Southeastern Europe",,"Mediterranean Region","2005-08-11 00:00:00"
"11289","1","Europe",,"Europe, Asia","2007-02-12 00:00:00"
"11289","3","Asia-Temperate",,"Europe, Asia","2007-02-12 00:00:00"
"11290","12","Southwestern Europe",,"Europe, Southwestern Europe","2006-06-09 00:00:00"
"11290","13","Southeastern Europe",,"Europe, Southeastern Europe","2006-06-09 00:00:00"
"11290","2","Africa",,"","2007-01-11 00:00:00"
"11306","1","Europe",,"Europe, Asia","2007-02-22 00:00:00"
"11306","3","Asia-Temperate",,"Europe, Asia","2007-02-12 00:00:00"
"11308","36","China",,"E. Asia","2007-02-12 00:00:00"
"11308","38","Eastern Asia",,"E. Asia","2007-02-22 00:00:00"
"11308","4","Asia-Tropical",,"","2007-01-11 00:00:00"
"11320","1","Europe",,"","2007-01-28 00:00:00"
"11320","2","Africa",,"","2007-01-11 00:00:00"
"11320","3","Asia-Temperate",,"","2007-01-28 00:00:00"
"11320","34","Western Asia",,"","2006-11-06 00:00:00"
"11320","4","Asia-Tropical",,"","2007-01-11 00:00:00"
"11327","1","Europe",,"E AS-Te","2007-01-10 00:00:00"
"11327","3","Asia-Temperate",,"E AS-Te","2007-01-10 00:00:00"
"11330","1","Europe",,"E AF","2007-01-10 00:00:00"
"11330","12","Southwestern Europe",,"Mediterranean Region","2006-03-24 00:00:00"
"11330","13","Southeastern Europe",,"Mediterranean Region","2006-03-24 00:00:00"
"11330","2","Africa",,"E AF","2007-01-10 00:00:00"
"11330","ITA","Italy",,"C. & W. Mediterranean","2005-06-06 00:00:00"
"11336","1","Europe",,"E AS-Te","2007-01-10 00:00:00"
"11336","2","Africa",,"","2007-01-11 00:00:00"
"11336","3","Asia-Temperate",,"E AS-Te","2007-01-11 00:00:00"
"11336","4","Asia-Tropical",,"","2007-01-11 00:00:00"
"11354","1","Europe",,"","2006-11-03 00:00:00"
"11359","1","Europe",,"Europe","2007-01-10 00:00:00"
"11359","2","Africa",,"","2007-01-11 00:00:00"
"11359","3","Asia-Temperate",,"Eurasia","2005-08-11 00:00:00"
"11380","1","Europe",,"E AF AS-Te","2007-01-10 00:00:00"
"11380","2","Africa",,"E AF AS-Te","2007-01-10 00:00:00"
"11380","3","Asia-Temperate",,"E AF AS-Te","2007-01-10 00:00:00"
"11381","1","Europe",,"Europe","2007-02-12 00:00:00"
"11381","2","Africa",,"E AF AS-Te","2007-01-11 00:00:00"
"11381","3","Asia-Temperate",,"E AF AS-Te","2007-01-10 00:00:00"
"11384","1","Europe",,"Europe, Asia","2007-02-12 00:00:00"
"11384","12","Southwestern Europe",,"","2007-02-22 00:00:00"
"11384","2","Africa",,"","2007-01-11 00:00:00"
"11384","20","Northern Africa",,"","2007-02-22 00:00:00"
"11384","3","Asia-Temperate",,"Europe, Asia","2007-02-12 00:00:00"
"11384","34","Western Asia",,"","2007-02-22 00:00:00"
"11384","4","Asia-Tropical",,"","2007-01-11 00:00:00"
"11390","1","Europe",,"E AF AS-Te","2007-01-10 00:00:00"
"11390","2","Africa",,"E AF AS-Te","2007-01-11 00:00:00"
"11390","3","Asia-Temperate",,"E AF AS-Te","2007-01-11 00:00:00"
"11390","4","Asia-Tropical",,"","2007-01-11 00:00:00"
"11394","1","Europe",,"E AF AS-Te","2007-01-10 00:00:00"
"11394","2","Africa",,"E AF AS-Te","2007-01-11 00:00:00"
"11394","3","Asia-Temperate",,"E AF AS-Te","2007-01-11 00:00:00"
"11402","1","Europe",,"","2006-11-03 00:00:00"
"11406","1","Europe",,"","2006-11-03 00:00:00"
"11409","1","Europe",,"","2007-02-22 00:00:00"
"11409","11","Middle Europe",,"","2006-11-16 00:00:00"
"11409","3","Asia-Temperate",,"Asia","2007-02-12 00:00:00"
"11409","33","Caucasus",,"SW Asia ","2005-09-19 00:00:00"
"11409","34","Western Asia",,"SW Asia ","2006-11-02 00:00:00"
"11415","1","Europe",,"E AF AS-Te","2007-01-10 00:00:00"
"11415","2","Africa",,"E AF AS-Te","2007-01-10 00:00:00"
"11415","3","Asia-Temperate",,"E AF AS-Te","2007-01-10 00:00:00"
"1142","1","Europe",,"","2006-11-02 00:00:00"
"1142","2","Africa",,"AF","2007-01-10 00:00:00"
"1142","29","Western Indian Ocean",,"South Africa","2006-01-30 00:00:00"
"1142","27","Southern Africa",,"Africa, Southern Africa","2006-12-12 00:00:00"
"1142","5","Australasia",,"","2006-11-02 00:00:00"
"11432","1","Europe",,"E AF","2007-01-10 00:00:00"
"11432","12","Southwestern Europe",,"Europe / Southwestern Europe","2006-02-20 00:00:00"
"11432","13","Southeastern Europe",,"Europe / Southeastern Europe","2006-02-20 00:00:00"
"11432","2","Africa",,"E AF","2007-01-10 00:00:00"
"11439","1","Europe",,"E AF AS-Te","2007-01-10 00:00:00"
"11439","2","Africa",,"E AF AS-Te","2007-01-10 00:00:00"
"11439","3","Asia-Temperate",,"E AF AS-Te","2007-01-10 00:00:00"
"11442","1","Europe",,"","2006-11-02 00:00:00"
"11442","12","Southwestern Europe",,"Europe, Southwestern Europe","2006-06-09 00:00:00"
"11446","1","Europe",,"Europe, Asia","2007-01-10 00:00:00"
"11446","2","Africa",,"E AF AS-Te","2007-01-11 00:00:00"
"11446","3","Asia-Temperate",,"Europe, Asia","2007-01-11 00:00:00"
"11449","1","Europe",,"Europe","2007-01-10 00:00:00"
